Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link
Asystent / Młodszy Analityk Danych z Power BI,REESCO sp. z o.o.,2024-12-28,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/asystent-mlodszy-analityk-danych-z-power-bi-warszawa-kurhan-10m,oferta,1003784939?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Junior HelpDesk Administrator,VINDIX S.A.,2024-12-28,5 000–6 500,"['Windows Server', 'Active Directory', 'Sieci LAN\\WAN']","https://www.pracuj.pl/praca/junior-helpdesk-administrator-warszawa-aleja-stanow-zjednoczonych-61a,oferta,1003784474?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Junior Crew Systems Support Officer,V.Ships (PL) Sp. z o.o.,2024-12-28,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-crew-systems-support-officer-gdynia,oferta,1003783978?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Koordynator ds. rozwiązań cyfrowych w grupie edukacyjnej,UCZELNIA KORCZAKA - AKADEMIA NAUK STOSOWANYCH,2024-12-27,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/koordynator-ds-rozwiazan-cyfrowych-w-grupie-edukacyjnej-warszawa-lirowa-27,oferta,1003797322?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Pracownik zespołu wdrożeniowo-szkoleniowego z językiem czeskim,FIRMA ALLIANCE AUTOMOTIVE SYSTEMS SP. Z O.O.,2024-12-27,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/pracownik-zespolu-wdrozeniowo-szkoleniowego-z-jezykiem-czeskim-poznan-dabrowskiego-29,oferta,1003782936?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Młodszy Konsultant SAP SuccessFactors,All for One Poland,2024-12-27,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-konsultant-sap-successfactors-zlotniki-pow-poznanski,oferta,1003784938?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Origination Intern (f/m),Axpo Polska sp. z o.o.,2024-12-27,Brak wynagrodzenia,"['Python', 'R', 'SQL']","https://www.pracuj.pl/praca/origination-intern-f-m-warszawa-rondo-daszynskiego-2b,oferta,1003781578?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Specjalista ds. wsparcia IT,Grupa Kapitałowa Polimex Mostostal,2024-12-26,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-wsparcia-it-siedlce-terespolska-12,oferta,1003780652?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Młodszy Specjalista ds. Sprzętu Abonenckiego,Polkomtel Sp. z o.o.,2024-12-26,Brak wynagrodzenia,['GSM/UMTS/LTE/5G'],"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-sprzetu-abonenckiego-warszawa-konstruktorska-4,oferta,1003780462?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Junior IT Specialist,GPRE Management Sp. z o.o.,2024-12-26,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-it-specialist-warszawa-twarda-18,oferta,1003781817?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Młodszy Analityk Biznesowy ds. RPA,Polkomtel Sp. z o.o.,2024-12-25,Brak wynagrodzenia,"['BPMN', 'UML', 'Power Automate', 'MS Office', 'MS Excel']","https://www.pracuj.pl/praca/mlodszy-analityk-biznesowy-ds-rpa-warszawa-konstruktorska-4,oferta,1003778959?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
VAT specialist - Group Tax Advisor,Daikin Europe Business Support (DEBS),2024-12-25,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/vat-specialist-group-tax-advisor-warszawa-tasmowa-7,oferta,1003780930?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Brak tytułu,ORNSSON SOLUTIONS,2024-12-25,Brak wynagrodzenia,"['Microsoft Excel', 'SQL', 'Python', 'Tableau', 'Microsoft Power BI']",Brak linku
Video Games Tester,Lionbridge Games,2024-12-25,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/video-games-tester-warszawa-konstruktorska-13,oferta,1003780537?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Junior Project Manager,Pratt & Whitney Kalisz,2024-12-25,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-project-manager-kalisz-elektryczna-4a,oferta,1003780144?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Specjalista ds. Technologii Oracle,Egis Poland Sp. z o.o.,2024-12-25,Brak wynagrodzenia,['Oracle'],"https://www.pracuj.pl/praca/specjalista-ds-technologii-oracle-warszawa-marynarska-15,oferta,1003777822?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Programista C#,Masters Sp. z o.o.,2024-12-25,Brak wynagrodzenia,"['C#', '.NET', 'Angular', 'MSSQL', 'Bitbucket', 'Python']","https://www.pracuj.pl/praca/programista-c%23-straszyn-pow-gdanski,oferta,1003779451?s=885d2942&searchId=MTczNjI5ODA1NDY1Ny43MDE="
Młodszy Tester Manualny (Systemy Finansowe),Devire,2024-12-24,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-tester-manualny-systemy-finansowe-warszawa,oferta,1003779284?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Web Developer (Wordpress / Woocommerce Developer),CASA DINERO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-12-24,4 400–6 500,"['HTML', 'CSS', 'RWD', 'JavaScript', 'REST API', 'WordPress']","https://www.pracuj.pl/praca/web-developer-wordpress-woocommerce-developer-lublin-krakowskie-przedmiescie-68,oferta,1003779018?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Administrator systemów IT,Port Lotniczy Wrocław S.A.,2024-12-24,Brak wynagrodzenia,"['Debian', 'Apache', 'MySQL', 'PostgreSQL', 'Zabbix', 'Active Directory', 'VMware']","https://www.pracuj.pl/praca/administrator-systemow-it-wroclaw-graniczna-190,oferta,1003790531?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Konsultant – wdrożeniowiec rozwiązań IT,Insoft Consulting Sp. z o.o.,2024-12-24,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/konsultant-wdrozeniowiec-rozwiazan-it-gdynia-kielecka-5,oferta,1003778503?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Specjalista ds. Wdrożeń i Migracji,IAI S.A.,2024-12-24,6 000–12 000,Brak technologii,"https://www.pracuj.pl/praca/specjalista-ds-wdrozen-i-migracji-szczecin-aleja-piastow-30,oferta,1003778407?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Junior IT Assets Data Analyst,Grafton Recruitment,2024-12-24,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-it-assets-data-analyst-krakow,oferta,1003778304?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Junior UX/UI Designer,Meden-Inmed Sp. z o.o.,2024-12-24,Brak wynagrodzenia,"['Figma', 'Adobe Photoshop', 'Adobe Illustrator']","https://www.pracuj.pl/praca/junior-ux-ui-designer-koszalin-wenedow-2,oferta,1003775664?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Tester Urządzeń 5G/LTE/WiFi/IoT,Cyfrowy Polsat S.A.,2024-12-24,Brak wynagrodzenia,"['Windows', 'Linux']","https://www.pracuj.pl/praca/tester-urzadzen-5g-lte-wifi-iot-warszawa-lubinowa-4a,oferta,1003774747?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Wsparcie Działu Helpdesk,DPD Polska,2024-12-23,Brak wynagrodzenia,['Active Directory'],"https://www.pracuj.pl/praca/wsparcie-dzialu-helpdesk-warszawa-mineralna-5,oferta,1003776339?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Administrator Systemów IT,Exanet Sp. z o.o. Sp. k.,2024-12-23,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/administrator-systemow-it-poznan-winogrady-70a,oferta,1003776151?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Brak tytułu,ARCHICOM S A,2024-12-23,Brak wynagrodzenia,Brak technologii,Brak linku
Specjalista / Specjalistka ds. Systemów Skomputeryzowanych,Polpharma S.A.,2024-12-23,Brak wynagrodzenia,"['Microsoft Excel', 'PowerApps', 'PowerAutomate']","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-systemow-skomputeryzowanych-starogard-gdanski,oferta,1003775419?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Młodszy tester,Balticon SA,2024-12-23,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-tester-gdynia-tadeusza-wendy-15,oferta,1003786967?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Low-code Developer,SALES HR,2024-12-20,Brak wynagrodzenia,"['SQL', 'HTML']","https://www.pracuj.pl/praca/low-code-developer-krakow,oferta,1003796112?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Programista .NET/SQL,Asseco Business Solutions S.A.,2024-12-19,Brak wynagrodzenia,"['.NET', 'C#', 'T-SQL']","https://www.pracuj.pl/praca/programista-net-sql-lublin-konrada-wallenroda-4c,oferta,1003783150?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Młodszy specjalista / Młodsza specjalistka ds. wsparcia systemów analityki wideo - helpdesk,EKOTRADE sp. z o.o.,2024-12-19,Brak wynagrodzenia,['Microsoft Excel'],"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-systemow-analityki-wideo-he-warszawa,oferta,1003795021?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Praktykant/ka w dziale wsparcia użytkownika IT,NEONET S.A. w restrukturyzacji,2024-12-18,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/praktykant-ka-w-dziale-wsparcia-uzytkownika-it-pabianice-logistyczna-7,oferta,1003780876?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Młodszy Specjalista ds. Telekomunikacyjnych,Omega Enterprise Services,2024-12-18,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-telekomunikacyjnych-sekocin-nowy-pow-pruszkowski-aleja-krakowska-61a,oferta,1003779595?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Młodszy Specjalista ds. wsparcia IT z j. niemieckim,COMSET SPÓŁKA AKCYJNA,2024-12-17,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-it-z-j-niemieckim-krakow,oferta,1003778297?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Młodszy konsultant ds. oprogramowania finansowo-księgowego,Asseco Business Solutions S.A.,2024-12-16,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-konsultant-ds-oprogramowania-finansowo-ksiegowego-warszawa-adama-branickiego-13,oferta,1003774571?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Asystent / Asystentka ds. wsparcia technicznego - HelpDesk,Biletyna.pl,2024-12-11,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/asystent-asystentka-ds-wsparcia-technicznego-helpdesk-blizne-jasinskiego-pow-warszawski-zachodni-tadeusza-kosciuszki-23,oferta,1003781389?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Analityk bezpieczeństwa - I Linia SOC,CYBER360 sp. z o.o.,2024-12-10,Brak wynagrodzenia,"['PowerShell', 'Logstash', 'Elasticsearch', 'Windows Server', 'Linux']","https://www.pracuj.pl/praca/analityk-bezpieczenstwa-i-linia-soc-gdynia-wladyslawa-iv-43,oferta,1003779310?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Tester manualny / Testerka manualna,Alfavox Sp. z o.o.,2024-12-10,Brak wynagrodzenia,"['Python', 'JavaScript']","https://www.pracuj.pl/praca/tester-manualny-testerka-manualna-poznan,oferta,1003778209?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Chatbot Developer,Alfavox Sp. z o.o.,2024-12-10,Brak wynagrodzenia,"['Python', 'JavaScript']","https://www.pracuj.pl/praca/chatbot-developer-poznan,oferta,1003778191?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Młodszy Specjalista ds. systemów informatycznych,OPEC Sp. z o. o.,2024-12-10,5 500–5 900 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-systemow-informatycznych-gdynia-opata-hackiego-14,oferta,1003746536?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Amazon Virtual Assistant (VA) for Seller Central,CETIAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-12-10,5 000–5 500 zł brutto / mies.,['Microsoft Excel'],"https://www.pracuj.pl/praca/amazon-virtual-assistant-va-for-seller-central-warszawa-kolska-9a,oferta,1003778011?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Graphic Designer - Video Editor,"""CENTRUM SŁUCHU I MOWY"" - sp. z o.o.",2024-12-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/graphic-designer-video-editor-kajetany-pow-pruszkowski-mokra-7,oferta,1003777723?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Junior Tester Manualny w branży IT,SALES HR,2024-12-10,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/junior-tester-manualny-w-branzy-it-krakow,oferta,1003777287?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Elektronik,Centrum Badań i Rozwoju Technologii dla Przemysłu S.A.,2024-12-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/elektronik-krakow-christo-botewa-6c,oferta,1003776763?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Młodszy Programista C++,Centrum Badań i Rozwoju Technologii dla Przemysłu S.A.,2024-12-09,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-programista-c%2b%2b-krakow-christo-botewa-6c,oferta,1003776735?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Asystent ds. wdrożeń ze znajomością języka słowackiego,Centrum Oprogramowania dla Usług Społecznych - CODUS sp. z o.o.,2024-12-09,4 500–5 500,"['Internet', 'CODUS']","https://www.pracuj.pl/praca/asystent-ds-wdrozen-ze-znajomoscia-jezyka-slowackiego-rzeszow,oferta,1003774501?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Asystent ds. wdrożeń ze znajomością języka słowackiego,Centrum Oprogramowania dla Usług Społecznych - CODUS sp. z o.o.,2024-12-09,4 500–5 500,"['Internet', 'CODUS']","https://www.pracuj.pl/praca/asystent-ds-wdrozen-ze-znajomoscia-jezyka-slowackiego-krakow-podgorska-1,oferta,1003774496?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Oferta testowa Pracuj.pl 2401182200,Firma testowa PD,2024-09-17,3 490–4 000,"['Windows Server', 'SQL', 'PowerShell']","https://www.pracuj.pl/praca/oferta-testowa-pracuj-pl-2401182200-cierzpiety-pow-mragowski,oferta,1002872568?s=885d2942&searchId=MTczNjI5ODA3ODUxNC4wNzA2"
Customer Technical Support with English - Back office,Concentrix CVG International Sp. z o.o.,2025-01-08,4 800,Brak technologii,"https://www.pracuj.pl/praca/customer-technical-support-with-english-back-office-szczecin-plac-brama-portowa-1,oferta,1003804581?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior Cloud Engineer,Reply Polska Sp. z o.o.,2025-01-08,5 000–9 000 zł brutto / mies.,"['Terraform', 'Docker', 'Java', 'Bash', 'AWS', 'Redis', 'Jira', 'Confluence']","https://www.pracuj.pl/praca/junior-cloud-engineer-katowice-wroclawska-54,oferta,1003804267?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Stażysta / Stażystka w dziale Customer Onboarding Team,eRecruiter,2025-01-08,4 500–5 000 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/stazysta-stazystka-w-dziale-customer-onboarding-team-warszawa-prosta-68,oferta,1003822005?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
RPA Developer,FLOBOTICS sp. z o.o.,2025-01-08,60–100 zł netto (+ VAT) / godz.,"['uipath', 'rpa']","https://www.pracuj.pl/praca/rpa-developer-warszawa-mlynarska-8-12,oferta,1003821972?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior C++ Developer,SQUARE ONE RESOURCES sp. z o.o.,2025-01-08,75–90 zł netto (+ VAT) / godz.,"['C++', 'AUTOSAR']","https://www.pracuj.pl/praca/junior-c%2b%2b-developer-warszawa-pulawska-2,oferta,1003801295?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Internship - Automotive Platform Developer,Samsung R&D Institute Poland,2025-01-08,Brak wynagrodzenia,"['Java', 'C++']","https://www.pracuj.pl/praca/internship-automotive-platform-developer-warszawa-plac-europejski-1,oferta,1003821826?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior Data Engineer,PUMANTA sp. z o.o.,2025-01-08,Brak wynagrodzenia,"['SQL', 'Snowflake Data Cloud', 'Oracle', 'Python']","https://www.pracuj.pl/praca/junior-data-engineer-warszawa-szczesliwicka-29,oferta,1003783376?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Opiekun Klienta Systemu DMS,ROUNDBYTE sp. z o.o.,2025-01-08,5 000–6 500,"['Microsoft 365', 'SQL']","https://www.pracuj.pl/praca/opiekun-klienta-systemu-dms-poznan-wroclawska-12,oferta,1003783373?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior Delivery Engineer,MASTERBORN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-08,5 000–10 000,"['SQL', 'csv', 'json', 'xml', 'tlog', 'Parquet', 'Python']","https://www.pracuj.pl/praca/junior-delivery-engineer-wroclaw-krupnicza-13,oferta,1003789035?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Brak tytułu,TRANSITION TECHNOLOGIES PSC S.A,2025-01-08,Brak wynagrodzenia,"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign']",Brak linku
Junior Software Engineer (Embedded),Adtran,2025-01-08,10 000–13 000 zł brutto / mies.,"['C', 'C++', 'Linux']","https://www.pracuj.pl/praca/junior-software-engineer-embedded-gdynia-luzycka-8c,oferta,1003797895?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Quality Analyst with German,TATA CONSULTANCY SERVICES LIMITED S.A. ODDZIAŁ W POLSCE,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/quality-analyst-with-german-warszawa-przyokopowa-33,oferta,1003821521?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Administrator systemów ERP i B2B,EXSO Sp. z o.o.,2025-01-08,4 700–7 000,['SQL'],"https://www.pracuj.pl/praca/administrator-systemow-erp-i-b2b-wroclaw-minska-38,oferta,1003821479?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior C# Software Developer,Instytut Studiów Programistycznych S.A.,2025-01-08,Brak wynagrodzenia,"['SQL', 'C#', '.NET']","https://www.pracuj.pl/praca/junior-c%23-software-developer-warszawa-brukselska-14,oferta,1003788832?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Staż #Konica Minolta Adventure w dziale Technicznym - Obszar Serwisu Bydgoszcz,Konica Minolta Business Solutions Polska,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/staz-%23konica-minolta-adventure-w-dziale-technicznym-obszar-serwisu-bydgoszcz-bydgoszcz,oferta,1003821332?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Tester manualny,HIRELY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-08,8 500–10 500 zł netto (+ VAT) / mies.,"['SoapUI', 'SQL']","https://www.pracuj.pl/praca/tester-manualny-wroclaw-plac-teatralny-1,oferta,1003797684?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Engagement Manager,ITDS Polska Sp. z o.o.,2025-01-08,15 000–22 000,"['Microsoft Office', 'Adobe Creative Suite', 'Adobe Premiere']","https://www.pracuj.pl/praca/engagement-manager-krakow,oferta,1003790759?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Specjalista / Specjalistka ds. Serwisu - Marcos TMS,Marcos Bis Sp. z o.o.,2025-01-08,Brak wynagrodzenia,"['Windows Server', 'Microsoft SQL Server', 'SQL']","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-serwisu-marcos-tms-katowice-powstancow-19,oferta,1003821220?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Młodszy analityk danych logistycznych,C.H. Robinson,2025-01-08,Brak wynagrodzenia,"['SQL', 'Python']","https://www.pracuj.pl/praca/mlodszy-analityk-danych-logistycznych-gliwice,oferta,1003795045?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Administrator Sieci i Systemów,CLICO Sp. z o.o.,2025-01-08,Brak wynagrodzenia,"['Active Directory', 'VMware']","https://www.pracuj.pl/praca/administrator-sieci-i-systemow-warszawa,oferta,1003797486?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Młodszy Analityk IT,Wielton SA,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-analityk-it-wielun-fabryczna-8,oferta,1003794979?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Specjalista Microsoft Power Apps,Izopanel Sp. z o.o.,2025-01-08,Brak wynagrodzenia,"['Power Automate', 'SQL', 'SharePoint', 'Dynamics 365']","https://www.pracuj.pl/praca/specjalista-microsoft-power-apps-gdansk,oferta,1003820863?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Mł. Specjalista /Mł. Specjalistka ds. Bezpieczeństwa SOC L1,T-Mobile,2025-01-08,Brak wynagrodzenia,"['HTTP', 'SSH', 'SMTP', 'DNS', 'Windows', 'Linux', 'Unix']","https://www.pracuj.pl/praca/ml-specjalista-ml-specjalistka-ds-bezpieczenstwa-soc-l1-warszawa-marynarska-12,oferta,1003812766?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Młodszy specjalista / Młodsza specjalistka ds. wsparcia IT / HelpDesk,M3 GROUP sp. z o.o.,2025-01-08,4 700–4 800,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-it-helpdesk-wroclaw-strzegomska-52b,oferta,1003820698?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
L1 Service Desk Analyst with German,Infosys Poland Sp. z o.o.,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/l1-service-desk-analyst-with-german-krakow,oferta,1003820673?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior Java/Kotlin Developer,Arvato,2025-01-08,Brak wynagrodzenia,"['Java', 'Kotlin']","https://www.pracuj.pl/praca/junior-java-kotlin-developer-poznan-wierzbiecice-1b,oferta,1003788324?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Asystent ds. wsparcia IT (praca dla studenta),Znak Gdańsk sp. z o.o.,2025-01-08,4 880–5 368 zł brutto / mies.,Brak technologii,"https://www.pracuj.pl/praca/asystent-ds-wsparcia-it-praca-dla-studenta-gdansk-potegowska-12,oferta,1003820313?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Programista systemów EAM,AOMATION sp. z o.o.,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/programista-systemow-eam-wroclaw,oferta,1003820237?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
SOC Analyst,ZOOLA TECH POLAND sp. z o.o.,2025-01-08,Brak wynagrodzenia,"['New Relic', 'Splunk', 'Jira', 'Confluence', 'Slack', 'PagerDuty', 'ServiceNow']","https://www.pracuj.pl/praca/soc-analyst-wroclaw-mosiezna-23,oferta,1003809817?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Płatny Staż - Project Management (dział Mobility),Robert Bosch Sp. z o.o.,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/platny-staz-project-management-dzial-mobility-warszawa-jutrzenki-105,oferta,1003820151?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Młodszy Specjalista ds. IT,Artimod spółka akcyjna,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-it-warszawa,oferta,1003820124?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Staż Analityczny,Grupa ERGO Hestia,2025-01-08,Brak wynagrodzenia,"['SQL', 'Python']","https://www.pracuj.pl/praca/staz-analityczny-sopot-hestii-1,oferta,1003820021?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Młodszy specjalista helpdesk,Maspex,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-helpdesk-wadowice-fryderyka-chopina-10,oferta,1003819978?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
IT Support Engineer (2nd line),NOVOMATIC Technologies Poland Sp. z o.o.,2025-01-08,5 000–8 000,"['Windows Server', 'SQL', 'Linux']","https://www.pracuj.pl/praca/it-support-engineer-2nd-line-zabierzow-pow-krakowski-krakowska-368,oferta,1003796663?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Informatyk,Agro-Sieć Maszyny Sp. z o.o.,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/informatyk-torun,oferta,1003819786?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Młodszy Specjalista ds. Wsparcia IT,AP SOLANO SOBCZAK Spółka Komandytowa,2025-01-08,Brak wynagrodzenia,Brak technologii,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-it-gora-kalwaria,oferta,1003819762?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior Application Software Developer (m/f/d),Diehl Controls Polska,2025-01-08,Brak wynagrodzenia,"['VB.NET', 'C#']","https://www.pracuj.pl/praca/junior-application-software-developer-m-f-d-namyslow-kazimierza-pulaskiego-6,oferta,1003794209?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
Junior UI Developer,Acturis Poland Sp. z o.o.,2025-01-08,Brak wynagrodzenia,"['HTML', 'CSS', 'Java']","https://www.pracuj.pl/praca/junior-ui-developer-wroclaw-legnicka-48f,oferta,1003800103?s=885d2942&searchId=MTczNjM1NDM4NzIyMy40MjQ2"
