Tytuł,Firma,Data opublikowania,Wynagrodzenie,Technologie,Link,Wynagrodzenie_min,Wynagrodzenie_max,Waluta,Wynagrodzenie_avg
ML Ops with Azure / Databricks,SQUARE ONE RESOURCES sp. z o.o.,2025-01-10,110–125złnetto(+VAT)/godz.,"""""","https://www.pracuj.pl/praca/ml-ops-with-azure-databricks-warszawa-pulawska-2,oferta,1003819495?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",110.0,125.0,PLN,117.5
Konsultant wdrożeniowy systemu ERP,Asseco Business Solutions S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/konsultant-wdrozeniowy-systemu-erp-warszawa-adama-branickiego-13,oferta,1003805463?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Junior Support Engineer - Tax Technology,KPMG,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-support-engineer-tax-technology-warszawa-inflancka-4a,oferta,1003792040?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Technical Support Agent with Portugese & English,HCL Poland,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/technical-support-agent-with-portugese-english-wroclaw,oferta,1003807193?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Inżynier Danych SQL & Power BI,POLENERGIA S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/inzynier-danych-sql-power-bi-warszawa-krucza-24-26,oferta,1003807177?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Młodszy Informatyk / HelpDesk,Climamedic Sp. z o.o. Sp. k.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-informatyk-helpdesk-reguly-pow-pruszkowski-stanislawa-bodycha-73a,oferta,1003787372?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Programista PHP/JS,Enadis Sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/programista-php-js-gdynia,oferta,1003826925?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Młodszy specjalista ds. aplikacji biznesowych,Tubes International Sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-aplikacji-biznesowych-poznan-bystra-15a,oferta,1003802944?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Junior IT Administrator,Atlanta Poland S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-it-administrator-gdansk-zalogowa-17,oferta,1003807008?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Intern for programming in Excel VBA,IKEA Purchasing Services Poland Sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/intern-for-programming-in-excel-vba-warszawa-aleja-krakowska-61,oferta,1003826663?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
DevOps Engineer,Be in IT,2025-01-10,8000–16000złbrutto/mies.,"""""","https://www.pracuj.pl/praca/devops-engineer-lodz,oferta,1003826548?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",8000.0,16000.0,PLN,12000.0
Młodszy Administrator systemu SAP moduł SD,Grupa Maspex,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-administrator-systemu-sap-modul-sd-wadowice,oferta,1003786927?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Technical Support Agent with Dutch & English,HCL Poland,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/technical-support-agent-with-dutch-english-wroclaw,oferta,1003806927?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Full Stack Developer,NEXMODE sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/full-stack-developer-cieszyn-mennicza-1,oferta,1003826384?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Huntsman Internship Program - Process Mining Data Support,HUNTSMAN (POLAND) sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/huntsman-internship-program-process-mining-data-support-krakow-pawia-9,oferta,1003826340?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Huntsman Internship Program - A3 Automation Support,HUNTSMAN (POLAND) sp. z o.o.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/huntsman-internship-program-a3-automation-support-krakow-pawia-9,oferta,1003826337?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Junior Network Administrator,SAFES sp. z o.o.,2025-01-10,5000–8000,"""""","https://www.pracuj.pl/praca/junior-network-administrator-krakow-czerwone-maki-59,oferta,1003826336?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",5000.0,8000.0,PLN,6500.0
Młodszy Administrator SAP Basis,Grupa Maspex,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-administrator-sap-basis-wadowice,oferta,1003786733?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Specjalista ds. cyberbezpieczeństwa,PREBYTES,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-cyberbezpieczenstwa-rzeszow-jana-twardowskiego-3,oferta,1003791423?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Asystent / Asystentka zespołu cyberbezpieczeństwa,PREBYTES,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/asystent-asystentka-zespolu-cyberbezpieczenstwa-lezajsk-sandomierska-6,oferta,1003791420?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Młodszy administrator systemów IT,PREBYTES,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-administrator-systemow-it-lezajsk-sandomierska-6,oferta,1003791421?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Specjalista ds. wsparcia technicznego IT / Helpdesk,PREBYTES,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-wsparcia-technicznego-it-helpdesk-lezajsk-sandomierska-6,oferta,1003791422?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Specjalista / Specjalistka ds. płatności e-commerce,LPP S.A.,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-platnosci-e-commerce-gdansk-dlugie-ogrody-12,oferta,1003826209?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Junior .NET Developer,THE DOTS CONNECTED sp. z o.o.,2025-01-10,5000–8000złnetto(+VAT)/mies.,"""""","https://www.pracuj.pl/praca/junior-net-developer-warszawa,oferta,1003804787?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",5000.0,8000.0,PLN,6500.0
Business and systems Analyst (​​Capital Markets or Banking) Internship Program (She/He/They),Accenture Technology,2025-01-10,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/business-and-systems-analyst-capital-markets-or-banking-internship-program-she-h-warszawa,oferta,1003826129?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Młodszy specjalista informatyk,Instytut Geodezji i Kartografii,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-informatyk-warszawa-zygmunta-modzelewskiego-27,oferta,1003825900?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
IT Support Specialist,EndySoft,2025-01-09,8700–12200złnetto(+VAT)/mies.,"""""","https://www.pracuj.pl/praca/it-support-specialist-warszawa,oferta,1003798749?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",8700.0,12200.0,PLN,10450.0
Techniczny Analityk Biznesowy,Acturis Poland Sp. z o.o.,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/techniczny-analityk-biznesowy-wroclaw-legnicka-48f,oferta,1003783691?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Młodszy Analityk ds. Jakości/Tester Oprogramowania,Acturis Poland Sp. z o.o.,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-analityk-ds-jakosci-tester-oprogramowania-wroclaw-legnicka-48f,oferta,1003783692?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
SQL Intern,GGS IT Consulting,2025-01-09,4700–5500złbrutto/mies.,"""""","https://www.pracuj.pl/praca/sql-intern-krakow-cystersow-13,oferta,1003802374?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",4700.0,5500.0,PLN,5100.0
SAP ABAP Internship (She/He/They),Accenture Technology,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/sap-abap-internship-she-he-they-lodz,oferta,1003802240?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
SAP ABAP Internship (She/He/They),Accenture Technology,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/sap-abap-internship-she-he-they-lodz,oferta,1003802249?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Internship - Linux Embedded Intern in Automotive Team,Samsung R&D Institute Poland,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-linux-embedded-intern-in-automotive-team-warszawa-plac-europejski-1,oferta,1003810961?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Internship - Mobile Devices Tester,Samsung R&D Institute Poland,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-mobile-devices-tester-warszawa-plac-europejski-1,oferta,1003810956?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Internship - Automotive Software Tester with Python,Samsung R&D Institute Poland,2025-01-09,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-automotive-software-tester-with-python-warszawa-plac-europejski-1,oferta,1003810960?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",,,PLN,
Programista,Hogart,2025-01-09,5000–13000,"""""","https://www.pracuj.pl/praca/programista-warszawa,oferta,1003806586?s=885d2942&searchId=MTczNjUxMzYwODA4My4wODA2",5000.0,13000.0,PLN,9000.0
IT Support Specialist,EndySoft,2025-01-13,8700–12200złnetto(+VAT)/mies.,"""""","https://www.pracuj.pl/praca/it-support-specialist-warszawa,oferta,1003798749?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",8700.0,12200.0,PLN,10450.0
Customer Technical Support with English - Back office,Concentrix CVG International Sp. z o.o.,2025-01-13,4800,"""""","https://www.pracuj.pl/praca/customer-technical-support-with-english-back-office-szczecin-plac-brama-portowa-1,oferta,1003804581?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",4800.0,,PLN,4800.0
SQL Intern,GGS IT Consulting,2025-01-13,4700–5500złbrutto/mies.,"""""","https://www.pracuj.pl/praca/sql-intern-krakow-cystersow-13,oferta,1003802374?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",4700.0,5500.0,PLN,5100.0
Internship - Linux Embedded Intern in Automotive Team,Samsung R&D Institute Poland,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-linux-embedded-intern-in-automotive-team-warszawa-plac-europejski-1,oferta,1003810961?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Internship - Mobile Devices Tester,Samsung R&D Institute Poland,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-mobile-devices-tester-warszawa-plac-europejski-1,oferta,1003810956?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Internship - Automotive Software Tester with Python,Samsung R&D Institute Poland,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/internship-automotive-software-tester-with-python-warszawa-plac-europejski-1,oferta,1003810960?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Stażysta / Stażystka w dziale Customer Onboarding Team,eRecruiter,2025-01-13,4500–5000złbrutto/mies.,"""""","https://www.pracuj.pl/praca/stazysta-stazystka-w-dziale-customer-onboarding-team-warszawa-prosta-68,oferta,1003822005?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",4500.0,5000.0,PLN,4750.0
Specjalista Wsparcia IT,BALTIC HUB CONTAINER TERMINAL sp. z o. o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-wsparcia-it-gdansk-kontenerowa-7,oferta,1003810703?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
2025 Customer Engineering Summer Intern,Equinix,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/2025-customer-engineering-summer-intern-warszawa-plac-europejski-1,oferta,1003810690?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Data Engineer,SQUARE ONE RESOURCES sp. z o.o.,2025-01-13,60–100złnetto(+VAT)/godz.,"""""","https://www.pracuj.pl/praca/data-engineer-warszawa-pulawska-2,oferta,1003833671?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",60.0,100.0,PLN,80.0
Administrator systemów ERP i B2B,EXSO Sp. z o.o.,2025-01-13,4700–7000,"""""","https://www.pracuj.pl/praca/administrator-systemow-erp-i-b2b-wroclaw-minska-38,oferta,1003821479?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",4700.0,7000.0,PLN,5850.0
Junior Support Specialist,C&F,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-support-specialist-warszawa,oferta,1003817643?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
IT Internship Program - Information Security Management,Brown Brothers Harriman,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/it-internship-program-information-security-management-krakow-stanislawa-klimeckiego-1,oferta,1003785565?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Specjalista ds. IT,ALSTAL Grupa Budowlana Sp. z o.o. Sp.k.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-ds-it-bydgoszcz,oferta,1003833411?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Młodszy analityk danych logistycznych,C.H. Robinson,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-analityk-danych-logistycznych-gliwice,oferta,1003795045?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Młodszy Analityk IT,Wielton SA,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-analityk-it-wielun-fabryczna-8,oferta,1003794979?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Mł. Specjalista /Mł. Specjalistka ds. Bezpieczeństwa SOC L1,T-Mobile,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/ml-specjalista-ml-specjalistka-ds-bezpieczenstwa-soc-l1-warszawa-marynarska-12,oferta,1003812766?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
.NET Junior Developer,SMART IT,2025-01-13,4700–6000,"""""","https://www.pracuj.pl/praca/net-junior-developer-warszawa,oferta,1003832793?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",4700.0,6000.0,PLN,5350.0
L1 Service Desk Analyst with German,Infosys Poland Sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/l1-service-desk-analyst-with-german-krakow,oferta,1003820673?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Brak tytułu,ANEGIS sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""",Brak linku,,,PLN,
Specjalista Service desk,LOTTOMERKURY sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/specjalista-service-desk-warszawa-grochowska-278,oferta,1003809936?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
IT Systems Administrator,Flügger Poland Sp. z o.o.,2025-01-13,15000–18000złbrutto/mies.,"""""","https://www.pracuj.pl/praca/it-systems-administrator-gdansk-rakietowa-20a,oferta,1003832417?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",15000.0,18000.0,PLN,16500.0
"Software Engineer, Early Career, Campus",Google,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/software-engineer-early-career-campus-warszawa-emilii-plater-53,oferta,1003805916?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Informatyk - Młodszy Specjalista HelpDesk,Alfavox Sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/informatyk-mlodszy-specjalista-helpdesk-poznan,oferta,1003832338?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Asystent ds. wsparcia IT (praca dla studenta),Znak Gdańsk sp. z o.o.,2025-01-13,4880–5368złbrutto/mies.,"""""","https://www.pracuj.pl/praca/asystent-ds-wsparcia-it-praca-dla-studenta-gdansk-potegowska-12,oferta,1003820313?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",4880.0,5368.0,PLN,5124.0
Junior Backend Developer,autoDNA.pl,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-backend-developer-lodz-obywatelska-128-152,oferta,1003832156?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Płatny Staż - Project Management (dział Mobility),Robert Bosch Sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/platny-staz-project-management-dzial-mobility-warszawa-jutrzenki-105,oferta,1003820151?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Młodszy specjalista ds. baz danych (SQL),Asseco Business Solutions S.A.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-baz-danych-sql-lublin-konrada-wallenroda-4c,oferta,1003832118?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Inżynier 4.0,Saint-Gobain,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/inzynier-4-0-ilowa,oferta,1003832059?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Desktop Support Engineer,Sharp Brains,2025-01-13,8000–12000,"""""","https://www.pracuj.pl/praca/desktop-support-engineer-gdansk-marynarki-polskiej-163,oferta,1003790128?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",8000.0,12000.0,PLN,10000.0
Staż Analityczny,Grupa ERGO Hestia,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/staz-analityczny-sopot-hestii-1,oferta,1003820021?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Młodszy specjalista helpdesk,Maspex,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-helpdesk-wadowice-fryderyka-chopina-10,oferta,1003819978?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Programista/-ka,Wielkopolska Akademia Nauki i Rozwoju Sp. z o.o. Sp.k.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/programista-ka-poznan-grochowska-35,oferta,1003805639?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
IT Customer Support with German,Lufthansa Group Business Services Sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/it-customer-support-with-german-krakow-wadowicka-3b,oferta,1003831800?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Młodszy Konsultant SAP SuccessFactors,All for One Poland,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-konsultant-sap-successfactors-zlotniki-pow-poznanski,oferta,1003831707?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Junior Application Software Developer (m/f/d),Diehl Controls Polska,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-application-software-developer-m-f-d-namyslow-kazimierza-pulaskiego-6,oferta,1003794209?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Salesforce Marketing Cloud Consultant,Cloudity,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/salesforce-marketing-cloud-consultant-warszawa-kazimierza-brokla-2,oferta,1003831540?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Programista aplikacji mobilnych (Mobile App Developer),INTELO,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/programista-aplikacji-mobilnych-mobile-app-developer-lodz-brukowa-12,oferta,1003815599?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Młodszy specjalista / Młodsza specjalistka ds. wsparcia IT,DIAGNOSTYKA - TELERADIOLOGIA24 sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-wsparcia-it-poznan,oferta,1003831422?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Mł. Specjalista /-ka ds. Monitoringu E2E - Departament Operacji,T-Mobile,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/ml-specjalista-ka-ds-monitoringu-e2e-departament-operacji-warszawa-marynarska-12,oferta,1003831402?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Junior IT Support Engineer,Experis,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-it-support-engineer-warszawa,oferta,1003811767?s=885d2942&searchId=MTczNjgwNjQ3ODIyNi4zMTA4",,,PLN,
Młodszy Specjalista IT,Animex Foods sp. z o.o.,2025-01-13,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-it-suwalki,oferta,1003831252?s=885d2942&searchId=MTczNjgwODE1MTc0MS4wNjU=",,,PLN,
Business Technical Services Analyst,SQUARE ONE RESOURCES sp. z o.o.,2025-01-13,50–80złnetto(+VAT)/godz.,"""""","https://www.pracuj.pl/praca/business-technical-services-analyst-warszawa-pulawska-2,oferta,1003823635?s=885d2942&searchId=MTczNjgwODE1MTc0MS4wNjU=",50.0,80.0,PLN,65.0
Młodszy Specjalista ds. Wsparcia Technicznego IT,Transfer Multisort Elektronik Sp. z o.o.,2025-01-20,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wsparcia-technicznego-it-lodz-rozalii-1,oferta,1003829323?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",,,PLN,
Staż z lwem w departamencie modeli ryzyka,ING Bank Śląski S.A.,2025-01-20,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/staz-z-lwem-w-departamencie-modeli-ryzyka-warszawa,oferta,1003829306?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",,,PLN,
Junior IT Project Manager,RENTERS sp. z o.o.,2025-01-20,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-it-project-manager-warszawa-jana-sebastiana-bacha-26a,oferta,1003843945?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",,,PLN,
Młodszy specjalista / Młodsza specjalistka ds. nadzoru technicznego,SKYNET Sp. z o.o.,2025-01-20,5400–7900,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-nadzoru-technicznego-zielonki-parcela-pow-warszawski-zachodni,oferta,1003851532?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",5400.0,7900.0,PLN,6650.0
Specjalista IT Helpdesk,AUTHOLOGIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-01-20,6000–8000,"""""","https://www.pracuj.pl/praca/specjalista-it-helpdesk-warszawa-grzybowska-62,oferta,1003851457?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",6000.0,8000.0,PLN,7000.0
Młodszy Specjalista / Młodsza Specjalistka ds. Serwisu i Wsparcia IT,Lidl Polska Sp. z o.o.,2025-01-20,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-serwisu-i-wsparcia-it-poznan-pastelowa-12,oferta,1003828940?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",,,PLN,
Junior DevOps/Cloud Engineer,CloudForge,2025-01-20,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/junior-devops-cloud-engineer-warszawa-twarda-18,oferta,1003851263?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",,,PLN,
Młodszy Programista / Młodsza Programistka Hurtowni Danych,PROVIDENT Polska,2025-01-20,Brakwynagrodzenia,"""""","https://www.pracuj.pl/praca/mlodszy-programista-mlodsza-programistka-hurtowni-danych-warszawa-inflancka-4a,oferta,1003828744?s=885d2942&searchId=MTczNzQwNTg3MzYzNi45MTQ2",,,PLN,
